id_colab,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,promotion_last_5years,job,salary,left,satisfaction_type,eval_class,hours_class,promo_eval,project_hours
1706,0.1,0.91,6.0,255,4,0,False,sales,medium,1,Pas satisfait,bon,warning,0.91,261.0
1708,0.43,0.51,2.0,131,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.51,133.0
1710,0.1,0.81,6.0,269,4,0,False,accounting,medium,1,Pas satisfait,bon,warning,0.81,275.0
1711,0.11,0.97,6.0,254,4,0,False,accounting,high,1,Pas satisfait,bon,warning,0.97,260.0
1713,0.36,0.51,2.0,157,3,0,False,hr,medium,1,Moyen,moyennement bon,acceptable,0.51,159.0
1715,0.41,0.56,2.0,133,3,0,False,hr,medium,1,Moyen,moyennement bon,acceptable,0.56,135.0
1716,0.36,0.46,2.0,157,3,0,False,technical,medium,1,Moyen,moyennement bon,acceptable,0.46,159.0
1717,0.1,0.9,6.0,301,5,0,False,technical,low,1,Pas satisfait,bon,warning,0.9,307.0
1718,0.11,0.96,6.0,310,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.96,316.0
1719,0.44,0.54,2.0,133,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.54,135.0
1720,0.77,0.96,5.0,249,6,0,False,technical,low,1,Satisfait,bon,warning,0.96,254.0
1727,0.45,0.51,2.0,137,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.51,139.0
1729,0.23,0.7,5.0,168,4,0,False,support,low,1,Pas satisfait,bon,acceptable,0.7,173.0
1731,0.44,0.55,2.0,141,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.55,143.0
1732,0.41,0.56,2.0,133,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.56,135.0
1734,0.42,0.52,2.0,160,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.52,162.0
1735,0.11,0.88,7.0,275,4,0,False,support,low,1,Pas satisfait,bon,warning,0.88,282.0
1739,0.86,0.88,5.0,268,5,0,False,technical,medium,1,Satisfait,bon,warning,0.88,273.0
1740,0.91,1.0,4.0,253,5,1,False,technical,medium,1,Satisfait,bon,warning,1.0,257.0
1741,0.37,0.53,2.0,140,3,0,False,management,medium,1,Moyen,moyennement bon,acceptable,0.53,142.0
1742,0.46,0.5,2.0,146,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.5,148.0
1745,0.4,0.48,2.0,161,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.48,163.0
1746,0.09,0.78,6.0,260,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.78,266.0
1747,0.11,0.89,6.0,272,4,0,False,product_mng,medium,1,Pas satisfait,bon,warning,0.89,278.0
1748,0.39,0.48,2.0,159,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.48,161.0
1749,0.89,0.96,4.0,219,6,0,False,product_mng,medium,1,Satisfait,bon,warning,0.96,223.0
1750,0.09,0.91,6.0,243,4,0,False,product_mng,high,1,Pas satisfait,bon,warning,0.91,249.0
1751,0.88,0.97,4.0,255,5,1,False,IT,low,1,Satisfait,bon,warning,0.97,259.0
1752,0.11,0.9,7.0,245,4,0,False,RandD,medium,1,Pas satisfait,bon,warning,0.9,252.0
1757,0.1,0.87,7.0,247,4,0,False,marketing,low,1,Pas satisfait,bon,warning,0.87,254.0
1758,0.36,0.51,2.0,144,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.51,146.0
1759,0.45,0.51,2.0,149,3,0,False,accounting,low,1,Moyen,moyennement bon,acceptable,0.51,151.0
1760,0.73,1.0,5.0,253,6,0,False,support,low,1,Satisfait,bon,warning,1.0,258.0
1761,0.37,0.55,2.0,140,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.55,142.0
1762,0.09,0.85,7.0,307,4,0,False,management,low,1,Pas satisfait,bon,warning,0.85,314.0
1766,0.9,1.0,4.0,229,5,0,False,sales,low,1,Satisfait,bon,warning,1.0,233.0
1767,0.44,0.56,2.0,141,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.56,143.0
1768,0.78,0.95,4.0,260,5,0,False,sales,low,1,Satisfait,bon,warning,0.95,264.0
1773,0.83,0.93,4.0,269,5,0,False,sales,low,1,Satisfait,bon,warning,0.93,273.0
1774,0.11,0.87,6.0,273,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.87,279.0
1775,0.37,0.5,2.0,142,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.5,144.0
1776,0.09,0.93,6.0,273,5,0,False,sales,low,1,Pas satisfait,bon,warning,0.93,279.0
1778,0.39,0.56,2.0,147,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.56,149.0
1779,0.85,0.9,2.0,168,2,0,False,sales,medium,1,Satisfait,bon,acceptable,0.9,170.0
1780,0.38,0.52,2.0,128,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.52,130.0
1781,0.76,0.84,5.0,227,5,1,False,sales,medium,1,Satisfait,bon,warning,0.84,232.0
1782,0.44,0.51,2.0,135,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.51,137.0
1783,0.73,1.0,4.0,268,5,0,False,sales,medium,1,Satisfait,bon,warning,1.0,272.0
1784,0.43,0.53,2.0,136,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.53,138.0
1785,0.43,0.51,2.0,149,3,1,False,accounting,medium,1,Moyen,moyennement bon,acceptable,0.51,151.0
1786,0.09,0.96,7.0,264,4,0,False,accounting,medium,1,Pas satisfait,bon,warning,0.96,271.0
1787,0.43,0.53,2.0,143,3,0,False,accounting,medium,1,Moyen,moyennement bon,acceptable,0.53,145.0
1790,0.41,0.46,2.0,150,3,1,False,hr,low,1,Moyen,moyennement bon,acceptable,0.46,152.0
1791,0.44,0.55,2.0,156,3,0,False,hr,medium,1,Moyen,moyennement bon,acceptable,0.55,158.0
1792,0.09,0.92,7.0,245,4,0,False,technical,medium,1,Pas satisfait,bon,warning,0.92,252.0
1793,0.41,0.51,2.0,156,3,0,False,technical,medium,1,Moyen,moyennement bon,acceptable,0.51,158.0
1796,0.85,0.96,4.0,217,5,0,False,technical,low,1,Satisfait,bon,warning,0.96,221.0
1797,0.88,0.91,4.0,234,6,0,False,technical,low,1,Satisfait,bon,warning,0.91,238.0
1798,0.44,0.46,2.0,138,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.46,140.0
1799,0.11,0.92,7.0,265,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.92,272.0
1800,0.38,0.5,2.0,145,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.5,147.0
1801,0.09,0.78,6.0,263,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.78,269.0
1802,0.11,0.79,6.0,264,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.79,270.0
1803,0.11,0.88,6.0,253,4,0,False,support,low,1,Pas satisfait,bon,warning,0.88,259.0
1805,0.38,0.51,2.0,137,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.51,139.0
1806,0.1,0.87,6.0,254,5,0,False,support,low,1,Pas satisfait,bon,warning,0.87,260.0
1812,0.45,0.5,2.0,150,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.5,152.0
1813,0.4,0.53,2.0,127,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.53,129.0
1814,0.1,0.81,6.0,271,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.81,277.0
1816,0.11,0.8,7.0,305,4,0,False,technical,medium,1,Pas satisfait,bon,warning,0.8,312.0
1817,0.43,0.5,2.0,152,3,0,False,management,medium,1,Moyen,moyennement bon,acceptable,0.5,154.0
1818,0.38,0.5,2.0,144,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.5,146.0
1820,0.11,0.82,7.0,285,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.82,292.0
1821,0.43,0.52,2.0,136,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.52,138.0
1822,0.11,0.88,6.0,294,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.88,300.0
1824,0.1,0.89,6.0,280,4,0,False,product_mng,medium,1,Pas satisfait,bon,warning,0.89,286.0
1825,0.44,0.51,2.0,152,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.51,154.0
1826,0.82,0.91,5.0,276,6,0,False,product_mng,medium,1,Satisfait,bon,warning,0.91,281.0
1827,0.1,0.86,6.0,247,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.86,253.0
1828,0.1,0.95,5.0,286,4,0,False,RandD,high,1,Pas satisfait,bon,warning,0.95,291.0
1830,0.1,0.93,6.0,258,4,0,False,RandD,medium,1,Pas satisfait,bon,warning,0.93,264.0
1833,0.82,0.92,4.0,252,5,0,False,marketing,medium,1,Satisfait,bon,warning,0.92,256.0
1834,0.1,0.85,6.0,266,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.85,272.0
1835,0.09,0.9,6.0,295,4,0,False,accounting,low,1,Pas satisfait,bon,warning,0.9,301.0
1836,0.54,0.83,6.0,165,6,0,False,support,low,1,Moyen,bon,acceptable,0.83,171.0
1838,0.1,0.79,6.0,275,4,0,False,management,low,1,Pas satisfait,bon,warning,0.79,281.0
1839,0.1,0.9,6.0,299,4,0,False,marketing,low,1,Pas satisfait,bon,warning,0.9,305.0
1840,0.36,0.49,2.0,147,3,0,False,marketing,low,1,Moyen,moyennement bon,acceptable,0.49,149.0
1841,0.1,0.97,7.0,306,4,0,False,marketing,low,1,Pas satisfait,bon,warning,0.97,313.0
1843,0.38,0.51,2.0,159,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.51,161.0
1846,0.43,0.56,2.0,129,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.56,131.0
1847,0.46,0.53,2.0,161,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.53,163.0
1848,0.09,0.84,6.0,269,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.84,275.0
1851,0.42,0.47,2.0,135,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.47,137.0
1852,0.46,0.53,2.0,147,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.53,149.0
1853,0.39,0.49,2.0,142,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.49,144.0
1854,0.36,0.51,2.0,130,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.51,132.0
1855,0.43,0.53,2.0,147,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.53,149.0
1856,0.85,0.87,5.0,246,5,1,False,sales,medium,1,Satisfait,bon,warning,0.87,251.0
1857,0.11,0.92,6.0,281,4,0,False,sales,medium,1,Pas satisfait,bon,warning,0.92,287.0
1858,0.11,0.9,6.0,253,4,0,False,sales,medium,1,Pas satisfait,bon,warning,0.9,259.0
1860,0.43,0.57,2.0,129,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.57,131.0
1861,0.75,1.0,5.0,223,6,0,False,accounting,medium,1,Satisfait,bon,warning,1.0,228.0
1862,0.11,0.92,6.0,269,4,0,False,accounting,medium,1,Pas satisfait,bon,warning,0.92,275.0
1863,0.1,0.9,7.0,269,4,0,False,accounting,medium,1,Pas satisfait,bon,warning,0.9,276.0
1864,0.1,0.81,7.0,244,5,0,False,hr,medium,1,Pas satisfait,bon,warning,0.81,251.0
1865,0.37,0.5,2.0,154,3,0,False,hr,medium,1,Moyen,moyennement bon,acceptable,0.5,156.0
1866,0.11,0.93,5.0,140,5,0,False,hr,medium,1,Pas satisfait,bon,acceptable,0.93,145.0
1867,0.45,0.46,2.0,159,3,0,False,hr,high,1,Moyen,moyennement bon,acceptable,0.46,161.0
1869,0.44,0.56,2.0,133,3,0,False,technical,medium,1,Moyen,moyennement bon,acceptable,0.56,135.0
1871,0.79,0.93,5.0,268,5,0,False,technical,medium,1,Satisfait,bon,warning,0.93,273.0
1873,0.1,0.87,7.0,251,5,0,False,technical,low,1,Pas satisfait,bon,warning,0.87,258.0
1875,0.7,0.84,6.0,161,4,0,False,technical,low,1,Satisfait,bon,acceptable,0.84,167.0
1876,0.72,0.84,4.0,256,5,0,False,technical,low,1,Satisfait,bon,warning,0.84,260.0
1882,0.4,0.48,2.0,142,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.48,144.0
1884,0.37,0.54,2.0,157,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.54,159.0
1890,0.11,0.95,6.0,279,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.95,285.0
1891,0.85,0.87,5.0,245,5,0,False,technical,low,1,Satisfait,bon,warning,0.87,250.0
1892,0.37,0.49,2.0,138,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.49,140.0
1893,0.44,0.52,2.0,141,3,0,False,management,low,1,Moyen,moyennement bon,acceptable,0.52,143.0
1894,0.1,0.83,7.0,302,5,0,False,IT,medium,1,Pas satisfait,bon,warning,0.83,309.0
1895,0.11,0.89,6.0,268,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.89,274.0
1896,0.87,0.88,5.0,240,5,0,False,IT,medium,1,Satisfait,bon,warning,0.88,245.0
1897,0.39,0.49,2.0,127,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.49,129.0
1898,0.1,0.94,7.0,264,4,0,False,IT,medium,1,Pas satisfait,bon,warning,0.94,271.0
1899,0.44,0.53,2.0,155,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.53,157.0
1900,0.4,0.49,2.0,143,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.49,145.0
1901,0.76,0.98,5.0,217,6,0,False,product_mng,medium,1,Satisfait,bon,warning,0.98,222.0
1902,0.46,0.55,2.0,147,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.55,149.0
1903,0.9,0.92,4.0,271,5,0,False,IT,medium,1,Satisfait,bon,warning,0.92,275.0
1905,0.1,0.78,5.0,285,4,1,False,RandD,medium,1,Pas satisfait,bon,warning,0.78,290.0
1906,0.43,0.49,2.0,131,3,0,False,RandD,high,1,Moyen,moyennement bon,acceptable,0.49,133.0
1907,0.2,0.5,5.0,135,6,0,False,RandD,low,1,Pas satisfait,moyennement bon,acceptable,0.5,140.0
1909,0.83,0.85,5.0,237,5,0,False,marketing,medium,1,Satisfait,bon,warning,0.85,242.0
1912,0.91,0.98,4.0,242,6,0,False,support,low,1,Satisfait,bon,warning,0.98,246.0
1913,0.37,0.57,2.0,158,3,0,False,technical,low,1,Moyen,moyennement bon,acceptable,0.57,160.0
1915,0.39,0.68,2.0,282,5,0,False,marketing,low,1,Moyen,bon,warning,0.68,284.0
1916,0.39,0.54,2.0,154,3,0,False,marketing,low,1,Moyen,moyennement bon,acceptable,0.54,156.0
1917,0.44,0.52,2.0,149,3,0,False,marketing,low,1,Moyen,moyennement bon,acceptable,0.52,151.0
1918,0.37,0.45,2.0,149,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.45,151.0
1919,0.39,0.53,2.0,146,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.53,148.0
1921,0.37,0.49,2.0,148,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.49,150.0
1922,0.82,0.94,5.0,236,5,0,False,sales,low,1,Satisfait,bon,warning,0.94,241.0
1923,0.42,0.52,2.0,134,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.52,136.0
1924,0.59,1.0,2.0,155,5,0,False,sales,low,1,Moyen,bon,acceptable,1.0,157.0
1926,0.73,0.97,6.0,189,2,0,False,sales,low,1,Satisfait,bon,acceptable,0.97,195.0
1928,0.09,0.95,6.0,271,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.95,277.0
1929,0.1,0.97,6.0,280,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.97,286.0
1930,0.45,0.46,2.0,149,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.46,151.0
1935,0.78,0.93,4.0,225,5,0,False,sales,medium,1,Satisfait,bon,warning,0.93,229.0
1936,0.39,0.45,2.0,140,3,0,False,sales,medium,1,Moyen,moyennement bon,acceptable,0.45,142.0
1937,0.11,0.97,6.0,310,4,0,False,accounting,medium,1,Pas satisfait,bon,warning,0.97,316.0
1939,0.36,0.54,2.0,153,3,0,False,accounting,medium,1,Moyen,moyennement bon,acceptable,0.54,155.0
1940,0.1,0.79,7.0,310,4,0,False,hr,medium,1,Pas satisfait,bon,warning,0.79,317.0
1941,0.4,0.47,2.0,136,3,0,False,hr,medium,1,Moyen,moyennement bon,acceptable,0.47,138.0
1942,0.81,0.85,4.0,251,6,0,False,hr,medium,1,Satisfait,bon,warning,0.85,255.0
1945,0.76,0.89,5.0,238,5,0,False,technical,high,1,Satisfait,bon,warning,0.89,243.0
1946,0.73,0.93,5.0,162,4,0,False,technical,low,1,Satisfait,bon,acceptable,0.93,167.0
1947,0.38,0.49,2.0,137,3,0,False,technical,medium,1,Moyen,moyennement bon,acceptable,0.49,139.0
1948,0.72,0.84,5.0,257,5,0,False,technical,medium,1,Satisfait,bon,warning,0.84,262.0
1949,0.4,0.56,2.0,148,3,0,False,technical,medium,1,Moyen,moyennement bon,acceptable,0.56,150.0
1950,0.91,0.99,5.0,254,5,0,False,technical,medium,1,Satisfait,bon,warning,0.99,259.0
1951,0.85,0.85,4.0,247,6,0,False,technical,low,1,Satisfait,bon,warning,0.85,251.0
1954,0.43,0.57,2.0,159,3,1,False,technical,low,1,Moyen,moyennement bon,acceptable,0.57,161.0
1956,0.09,0.81,6.0,257,4,0,False,support,low,1,Pas satisfait,bon,warning,0.81,263.0
1957,0.4,0.48,2.0,155,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.48,157.0
1958,0.76,0.83,6.0,293,6,0,False,support,low,1,Satisfait,bon,warning,0.83,299.0
1961,0.37,0.53,2.0,143,3,0,False,support,low,1,Moyen,moyennement bon,acceptable,0.53,145.0
1964,0.09,0.89,7.0,310,4,0,False,support,low,1,Pas satisfait,bon,warning,0.89,317.0
1965,0.88,0.86,5.0,258,5,0,False,support,low,1,Satisfait,bon,warning,0.86,263.0
1966,0.84,0.94,5.0,262,5,0,False,technical,low,1,Satisfait,bon,warning,0.94,267.0
1967,0.1,0.98,6.0,265,4,0,False,technical,low,1,Pas satisfait,bon,warning,0.98,271.0
1969,0.84,0.91,5.0,232,6,0,False,management,low,1,Satisfait,bon,warning,0.91,237.0
1971,0.53,0.76,5.0,132,6,0,False,IT,low,1,Moyen,bon,acceptable,0.76,137.0
1972,0.42,0.47,2.0,139,3,1,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.47,141.0
1974,0.38,0.52,2.0,161,3,0,False,IT,medium,1,Moyen,moyennement bon,acceptable,0.52,163.0
1976,0.46,0.54,2.0,138,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.54,140.0
1978,0.42,0.49,2.0,153,3,0,False,product_mng,medium,1,Moyen,moyennement bon,acceptable,0.49,155.0
1981,0.1,0.79,6.0,301,5,0,False,RandD,medium,1,Pas satisfait,bon,warning,0.79,307.0
1983,0.11,0.79,6.0,247,4,0,False,RandD,medium,1,Pas satisfait,bon,warning,0.79,253.0
1985,0.4,0.49,2.0,160,3,0,False,marketing,low,1,Moyen,moyennement bon,acceptable,0.49,162.0
1987,0.84,0.82,5.0,240,5,0,False,accounting,medium,1,Satisfait,bon,warning,0.82,245.0
1988,0.84,0.84,5.0,238,5,0,False,support,medium,1,Satisfait,bon,warning,0.84,243.0
1989,0.51,0.6,7.0,243,5,0,False,technical,medium,1,Moyen,bon,warning,0.6,250.0
1990,0.66,0.91,5.0,248,4,0,False,management,low,1,Satisfait,bon,warning,0.91,253.0
1992,0.38,0.49,2.0,155,3,0,False,marketing,low,1,Moyen,moyennement bon,acceptable,0.49,157.0
1993,0.15,0.63,7.0,229,3,0,False,marketing,low,1,Pas satisfait,bon,warning,0.63,236.0
1994,0.38,0.53,2.0,140,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.53,142.0
1995,0.43,0.54,2.0,156,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.54,158.0
1996,0.37,0.57,2.0,147,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.57,149.0
1997,0.11,0.92,7.0,293,4,0,False,sales,low,1,Pas satisfait,bon,warning,0.92,300.0
1998,0.41,0.53,2.0,157,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.53,159.0
1999,0.84,0.96,4.0,247,5,0,False,sales,low,1,Satisfait,bon,warning,0.96,251.0
2000,0.4,0.51,2.0,148,3,0,False,sales,low,1,Moyen,moyennement bon,acceptable,0.51,150.0
2001,0.58,0.74,4.0,215,3,0,False,sales,low,0,Moyen,bon,warning,0.74,219.0
2002,0.82,0.67,2.0,202,3,0,False,sales,low,0,Satisfait,bon,warning,0.67,204.0
2003,0.45,0.69,5.0,193,3,0,False,sales,low,0,Moyen,bon,acceptable,0.69,198.0
2004,0.78,0.82,5.0,247,3,0,False,sales,low,0,Satisfait,bon,warning,0.82,252.0
2005,0.49,0.6,3.0,214,2,0,False,sales,low,0,Moyen,bon,warning,0.6,217.0
2006,0.36,0.95,3.0,206,4,0,False,sales,low,0,Moyen,bon,warning,0.95,209.0
2007,0.54,0.37,2.0,176,2,0,False,sales,low,0,Moyen,mauvais,acceptable,0.37,178.0
2008,0.99,0.91,5.0,136,4,0,False,sales,low,0,Satisfait,bon,acceptable,0.91,141.0
2010,0.74,0.64,4.0,268,3,0,False,sales,low,0,Satisfait,bon,warning,0.64,272.0
2012,0.34,0.39,2.0,136,3,0,False,sales,medium,0,Moyen,mauvais,acceptable,0.39,138.0
2013,0.48,0.94,5.0,255,6,0,False,accounting,medium,0,Moyen,bon,warning,0.94,260.0
2016,0.81,0.57,3.0,224,2,0,False,hr,medium,0,Satisfait,moyennement bon,warning,0.57,227.0
2017,0.9,0.66,3.0,231,3,0,False,hr,medium,0,Satisfait,bon,warning,0.66,234.0
2018,0.41,0.84,6.0,191,6,0,False,hr,medium,0,Moyen,bon,acceptable,0.84,197.0
2019,0.89,0.92,4.0,165,5,0,False,hr,medium,0,Satisfait,bon,acceptable,0.92,169.0
2020,0.48,0.84,4.0,252,3,0,False,technical,medium,0,Moyen,bon,warning,0.84,256.0
2021,0.79,0.97,5.0,266,2,0,False,technical,medium,0,Satisfait,bon,warning,0.97,271.0
2022,0.98,0.66,5.0,248,3,0,False,technical,medium,0,Satisfait,bon,warning,0.66,253.0
2024,1.0,0.41,4.0,174,3,0,False,technical,low,0,Satisfait,moyennement bon,acceptable,0.41,178.0
2026,0.84,0.43,6.0,246,4,0,False,technical,medium,0,Satisfait,moyennement bon,warning,0.43,252.0
2027,0.56,0.86,4.0,201,3,1,False,technical,medium,0,Moyen,bon,warning,0.86,205.0
2029,0.61,0.98,3.0,267,3,0,False,technical,low,0,Satisfait,bon,warning,0.98,270.0
2030,0.84,0.77,4.0,262,4,0,False,technical,low,0,Satisfait,bon,warning,0.77,266.0
2031,0.85,0.59,3.0,235,3,0,False,support,low,0,Satisfait,moyennement bon,warning,0.59,238.0
2032,0.67,0.57,2.0,160,4,0,False,support,low,0,Satisfait,moyennement bon,acceptable,0.57,162.0
2033,0.54,0.94,4.0,267,4,0,False,support,low,0,Moyen,bon,warning,0.94,271.0
2037,0.19,0.53,6.0,191,4,0,False,support,low,0,Pas satisfait,moyennement bon,acceptable,0.53,197.0
2038,0.61,0.41,3.0,138,3,0,False,support,low,0,Satisfait,moyennement bon,acceptable,0.41,141.0
2039,0.51,0.8,3.0,218,2,1,False,support,low,0,Moyen,bon,warning,0.8,221.0
2040,0.52,0.88,3.0,179,2,1,False,support,low,0,Moyen,bon,acceptable,0.88,182.0
2041,0.74,0.58,3.0,241,3,0,False,support,low,0,Satisfait,moyennement bon,warning,0.58,244.0
2042,0.98,0.91,4.0,240,3,0,False,technical,low,0,Satisfait,bon,warning,0.91,244.0
2043,0.71,0.92,3.0,202,4,0,False,technical,low,0,Satisfait,bon,warning,0.92,205.0
2044,0.33,0.88,6.0,260,3,0,False,technical,low,0,Moyen,bon,warning,0.88,266.0
2045,0.98,0.97,3.0,196,3,0,False,management,low,0,Satisfait,bon,acceptable,0.97,199.0
2046,0.52,0.59,2.0,176,3,1,False,IT,low,0,Moyen,moyennement bon,acceptable,0.59,178.0
2049,0.48,0.85,3.0,279,4,0,False,IT,low,0,Moyen,bon,warning,0.85,282.0
2051,0.58,0.84,5.0,228,3,0,False,product_mng,medium,0,Moyen,bon,warning,0.84,233.0
2053,0.68,0.54,4.0,153,3,0,False,product_mng,medium,0,Satisfait,moyennement bon,acceptable,0.54,157.0
2056,0.54,0.7,5.0,239,5,0,False,RandD,medium,0,Moyen,bon,warning,0.7,244.0
2058,0.7,0.52,4.0,255,3,0,False,RandD,medium,0,Satisfait,moyennement bon,warning,0.52,259.0
2060,0.68,0.54,3.0,251,2,0,False,RandD,medium,0,Satisfait,moyennement bon,warning,0.54,254.0
2061,0.7,0.53,4.0,178,2,0,False,marketing,medium,0,Satisfait,moyennement bon,acceptable,0.53,182.0
2062,0.82,0.65,4.0,148,3,0,False,sales,high,0,Satisfait,bon,acceptable,0.65,152.0
2064,0.77,0.78,3.0,269,3,0,False,support,medium,0,Satisfait,bon,warning,0.78,272.0
2065,0.86,0.91,4.0,147,3,0,False,technical,medium,0,Satisfait,bon,acceptable,0.91,151.0
2068,0.93,0.98,3.0,238,2,0,False,marketing,low,0,Satisfait,bon,warning,0.98,241.0
2069,0.62,0.74,4.0,213,4,0,False,marketing,low,0,Satisfait,bon,warning,0.74,217.0
2070,0.53,0.81,3.0,226,3,1,False,sales,low,0,Moyen,bon,warning,0.81,229.0
2071,0.86,0.99,3.0,169,2,1,False,sales,low,0,Satisfait,bon,acceptable,0.99,172.0
2072,0.92,0.65,4.0,238,2,0,False,sales,low,0,Satisfait,bon,warning,0.65,242.0
2074,0.39,0.78,2.0,205,6,1,False,sales,low,0,Moyen,bon,warning,0.78,207.0
2075,0.45,0.66,3.0,111,4,0,False,sales,low,0,Moyen,bon,acceptable,0.66,114.0
2077,0.51,0.69,3.0,212,3,0,False,sales,low,0,Moyen,bon,warning,0.69,215.0
2079,0.69,0.57,5.0,245,2,1,False,sales,low,0,Satisfait,moyennement bon,warning,0.57,250.0
2081,0.69,0.66,5.0,106,5,0,False,sales,low,0,Satisfait,bon,acceptable,0.66,111.0
2083,0.33,0.45,6.0,239,3,0,False,sales,low,0,Moyen,moyennement bon,warning,0.45,245.0
2087,0.12,0.87,4.0,244,5,0,False,sales,low,0,Pas satisfait,bon,warning,0.87,248.0
2088,0.52,0.66,4.0,139,3,0,False,sales,low,0,Moyen,bon,acceptable,0.66,143.0
2089,0.57,0.51,2.0,152,2,0,False,accounting,medium,0,Moyen,moyennement bon,acceptable,0.51,154.0
2090,0.84,0.58,4.0,208,3,0,False,accounting,medium,0,Satisfait,moyennement bon,warning,0.58,212.0
2091,0.6,0.95,5.0,205,3,0,False,accounting,medium,0,Moyen,bon,warning,0.95,210.0
2093,0.2,0.58,3.0,209,5,0,False,hr,medium,0,Pas satisfait,moyennement bon,warning,0.58,212.0
2094,0.58,0.9,3.0,212,3,0,False,hr,medium,0,Moyen,bon,warning,0.9,215.0
2095,0.48,0.56,2.0,151,3,0,False,hr,medium,0,Moyen,moyennement bon,acceptable,0.56,153.0
2096,0.54,0.67,4.0,282,6,0,False,technical,medium,0,Moyen,bon,warning,0.67,286.0
2097,0.86,1.0,4.0,256,3,0,False,technical,medium,0,Satisfait,bon,warning,1.0,260.0
